Time,Lx,Ly,Lz
25.276,0.000000,0.000000,48.674460
25.277,0.000000,0.000000,48.777469
25.278,0.000000,0.000000,48.880815
25.279,0.000000,0.000000,48.984501
25.28,0.000000,0.000000,49.088528
25.281,0.000000,0.000000,49.192899
25.282,0.000000,0.000000,49.297613
25.283,0.000000,0.000000,49.402674
25.284,0.000000,0.000000,49.508082
25.285,0.000000,0.000000,49.613840
25.286,0.000000,0.000000,49.719948
25.287,0.000000,0.000000,49.826410
25.288,0.000000,0.000000,49.933225
25.289,0.000000,0.000000,50.040397
25.29,0.000000,0.000000,50.147926
25.291,0.000000,0.000000,50.255815
25.292,0.000000,0.000000,50.364064
25.293,0.000000,0.000000,50.472677
25.294,0.000000,0.000000,50.581654
25.295,0.000000,0.000000,50.690997
25.296,0.000000,0.000000,50.800708
25.297,0.000000,0.000000,50.910789
25.298,0.000000,0.000000,51.021242
25.299,0.000000,0.000000,51.132068
25.3,0.000000,0.000000,51.243269
25.301,0.000000,0.000000,51.354847
25.302,0.000000,0.000000,51.466804
25.303,0.000000,0.000000,51.579142
25.304,0.000000,0.000000,51.691862
25.305,0.000000,0.000000,51.804966
25.306,0.000000,0.000000,51.918456
25.307,0.000000,0.000000,52.032335
25.308,0.000000,0.000000,52.146603
25.309,0.000000,0.000000,52.261264
25.31,0.000000,0.000000,52.376318
25.311,0.000000,0.000000,52.491768
25.312,0.000000,0.000000,52.607615
25.313,0.000000,0.000000,52.723862
25.314,0.000000,0.000000,52.840511
25.315,0.000000,0.000000,52.957563
25.316,0.000000,0.000000,53.075021
25.317,0.000000,0.000000,53.192886
25.318,0.000000,0.000000,53.311161
25.319,0.000000,0.000000,53.429847
25.32,0.000000,0.000000,53.548947
25.321,0.000000,0.000000,53.668463
25.322,0.000000,0.000000,53.788396
25.323,0.000000,0.000000,53.908750
25.324,0.000000,0.000000,54.029525
25.325,0.000000,0.000000,54.150725
25.326,0.000000,0.000000,54.272350
25.327,0.000000,0.000000,54.394404
25.328,0.000000,0.000000,54.516888
25.329,0.000000,0.000000,54.639805
25.33,0.000000,0.000000,54.763157
25.331,0.000000,0.000000,54.886946
25.332,0.000000,0.000000,55.011174
25.333,0.000000,0.000000,55.135844
25.334,0.000000,0.000000,55.260958
25.335,0.000000,0.000000,55.386517
25.336,0.000000,0.000000,55.512525
25.337,0.000000,0.000000,55.638983
25.338,0.000000,0.000000,55.765894
25.339,0.000000,0.000000,55.893260
25.34,0.000000,0.000000,56.021083
25.341,0.000000,0.000000,56.149367
25.342,0.000000,0.000000,56.278113
25.343,0.000000,0.000000,56.407323
25.344,0.000000,0.000000,56.537000
25.345,0.000000,0.000000,56.667147
25.346,0.000000,0.000000,56.797766
25.347,0.000000,0.000000,56.928859
25.348,0.000000,0.000000,57.060428
25.349,0.000000,0.000000,57.192477
25.35,0.000000,0.000000,57.325008
25.351,0.000000,0.000000,57.458022
25.352,0.000000,0.000000,57.591524
25.353,0.000000,0.000000,57.725515
25.354,0.000000,0.000000,57.859998
25.355,0.000000,0.000000,57.994975
25.356,0.000000,0.000000,58.130450
25.357,0.000000,0.000000,58.266424
25.358,0.000000,0.000000,58.402901
25.359,0.000000,0.000000,58.539882
25.36,0.000000,0.000000,58.677371
25.361,0.000000,0.000000,58.815371
25.362,0.000000,0.000000,58.953884
25.363,0.000000,0.000000,59.092913
25.364,0.000000,0.000000,59.232460
25.365,0.000000,0.000000,59.372528
25.366,0.000000,0.000000,59.513121
25.367,0.000000,0.000000,59.654241
25.368,0.000000,0.000000,59.795890
25.369,0.000000,0.000000,59.938073
25.37,0.000000,0.000000,60.080790
25.371,0.000000,0.000000,60.224046
25.372,0.000000,0.000000,60.367844
25.373,0.000000,0.000000,60.512186
25.374,0.000000,0.000000,60.657075
25.375,0.000000,0.000000,60.802514
25.376,0.000000,0.000000,60.948506
25.377,0.000000,0.000000,61.095055
25.378,0.000000,0.000000,61.242163
25.379,0.000000,0.000000,61.389833
25.38,0.000000,0.000000,61.538069
25.381,0.000000,0.000000,61.686873
25.382,0.000000,0.000000,61.836249
25.383,0.000000,0.000000,61.986200
25.384,0.000000,0.000000,62.136728
25.385,0.000000,0.000000,62.287838
25.386,0.000000,0.000000,62.439532
25.387,0.000000,0.000000,62.591814
25.388,0.000000,0.000000,62.744687
25.389,0.000000,0.000000,62.898154
25.39,0.000000,0.000000,63.052219
25.391,0.000000,0.000000,63.206884
25.392,0.000000,0.000000,63.362154
25.393,0.000000,0.000000,63.518031
25.394,0.000000,0.000000,63.674520
25.395,0.000000,0.000000,63.831622
25.396,0.000000,0.000000,63.989343
25.397,0.000000,0.000000,64.147686
25.398,0.000000,0.000000,64.306653
25.399,0.000000,0.000000,64.466249
25.4,0.000000,0.000000,64.626477
25.401,0.000000,0.000000,64.787341
25.402,0.000000,0.000000,64.948844
25.403,0.000000,0.000000,65.110990
25.404,0.000000,0.000000,65.273782
25.405,0.000000,0.000000,65.437225
25.406,0.000000,0.000000,65.601323
25.407,0.000000,0.000000,65.766078
25.408,0.000000,0.000000,65.931495
25.409,0.000000,0.000000,66.097577
25.41,0.000000,0.000000,66.264329
25.411,0.000000,0.000000,66.431754
25.412,0.000000,0.000000,66.599856
25.413,0.000000,0.000000,66.768639
25.414,0.000000,0.000000,66.938107
25.415,0.000000,0.000000,67.108265
25.416,0.000000,0.000000,67.279115
25.417,0.000000,0.000000,67.450663
25.418,0.000000,0.000000,67.622912
25.419,0.000000,0.000000,67.795866
25.42,0.000000,0.000000,67.969530
25.421,0.000000,0.000000,68.143908
25.422,0.000000,0.000000,68.319003
25.423,0.000000,0.000000,68.494821
25.424,0.000000,0.000000,68.671366
25.425,0.000000,0.000000,68.848641
25.426,0.000000,0.000000,69.026652
25.427,0.000000,0.000000,69.205402
25.428,0.000000,0.000000,69.384897
25.429,0.000000,0.000000,69.565139
25.43,0.000000,0.000000,69.746135
25.431,0.000000,0.000000,69.927889
25.432,0.000000,0.000000,70.110404
25.433,0.000000,0.000000,70.293687
25.434,0.000000,0.000000,70.477741
25.435,0.000000,0.000000,70.662570
25.436,0.000000,0.000000,70.848181
25.437,0.000000,0.000000,71.034577
25.438,0.000000,0.000000,71.221764
25.439,0.000000,0.000000,71.409746
25.44,0.000000,0.000000,71.598527
25.441,0.000000,0.000000,71.788114
25.442,0.000000,0.000000,71.978511
25.443,0.000000,0.000000,72.169723
25.444,0.000000,0.000000,72.361754
25.445,0.000000,0.000000,72.554611
25.446,0.000000,0.000000,72.748298
25.447,0.000000,0.000000,72.942820
25.448,0.000000,0.000000,73.138183
25.449,0.000000,0.000000,73.334391
25.45,0.000000,0.000000,73.531451
25.451,0.000000,0.000000,73.729366
25.452,0.000000,0.000000,73.928144
25.453,0.000000,0.000000,74.127789
25.454,0.000000,0.000000,74.328306
25.455,0.000000,0.000000,74.529702
25.456,0.000000,0.000000,74.731981
25.457,0.000000,0.000000,74.935150
25.458,0.000000,0.000000,75.139214
25.459,0.000000,0.000000,75.344178
25.46,0.000000,0.000000,75.550049
25.461,0.000000,0.000000,75.756832
25.462,0.000000,0.000000,75.964533
25.463,0.000000,0.000000,76.173158
25.464,0.000000,0.000000,76.382713
25.465,0.000000,0.000000,76.593204
25.466,0.000000,0.000000,76.804636
25.467,0.000000,0.000000,77.017017
25.468,0.000000,0.000000,77.230352
25.469,0.000000,0.000000,77.444647
25.47,0.000000,0.000000,77.659909
25.471,0.000000,0.000000,77.876144
25.472,0.000000,0.000000,78.093358
25.473,0.000000,0.000000,78.311558
25.474,0.000000,0.000000,78.530750
25.475,0.000000,0.000000,78.750941
25.476,0.000000,0.000000,78.972137
25.477,0.000000,0.000000,79.194345
25.478,0.000000,0.000000,79.417571
25.479,0.000000,0.000000,79.641824
25.48,0.000000,0.000000,79.867108
25.481,0.000000,0.000000,80.093431
25.482,0.000000,0.000000,80.320801
25.483,0.000000,0.000000,80.549223
25.484,0.000000,0.000000,80.778706
25.485,0.000000,0.000000,81.009256
25.486,0.000000,0.000000,81.240880
25.487,0.000000,0.000000,81.473586
25.488,0.000000,0.000000,81.707381
25.489,0.000000,0.000000,81.942273
25.49,0.000000,0.000000,82.178268
25.491,0.000000,0.000000,82.415375
25.492,0.000000,0.000000,82.653600
25.493,0.000000,0.000000,82.892953
25.494,0.000000,0.000000,83.133439
25.495,0.000000,0.000000,83.375068
25.496,0.000000,0.000000,83.617846
25.497,0.000000,0.000000,83.861783
25.498,0.000000,0.000000,84.106885
25.499,0.000000,0.000000,84.353161
25.5,0.000000,0.000000,84.600620
25.501,0.000000,0.000000,84.849269
25.502,0.000000,0.000000,85.099116
25.503,0.000000,0.000000,85.350171
25.504,0.000000,0.000000,85.602441
25.505,0.000000,0.000000,85.855935
25.506,0.000000,0.000000,86.110662
25.507,0.000000,0.000000,86.366630
25.508,0.000000,0.000000,86.623848
25.509,0.000000,0.000000,86.882325
25.51,0.000000,0.000000,87.142071
25.511,0.000000,0.000000,87.403093
25.512,0.000000,0.000000,87.665401
25.513,0.000000,0.000000,87.929005
25.514,0.000000,0.000000,88.193913
25.515,0.000000,0.000000,88.460135
25.516,0.000000,0.000000,88.727680
25.517,0.000000,0.000000,88.996558
25.518,0.000000,0.000000,89.266779
25.519,0.000000,0.000000,89.538352
25.52,0.000000,0.000000,89.811288
25.521,0.000000,0.000000,90.085595
25.522,0.000000,0.000000,90.361285
25.523,0.000000,0.000000,90.638366
25.524,0.000000,0.000000,90.916850
25.525,0.000000,0.000000,91.196747
25.526,0.000000,0.000000,91.478067
25.527,0.000000,0.000000,91.760821
25.528,0.000000,0.000000,92.045018
25.529,0.000000,0.000000,92.330671
25.53,0.000000,0.000000,92.617790
25.531,0.000000,0.000000,92.906385
25.532,0.000000,0.000000,93.196468
25.533,0.000000,0.000000,93.488050
25.534,0.000000,0.000000,93.781142
25.535,0.000000,0.000000,94.075755
25.536,0.000000,0.000000,94.371902
25.537,0.000000,0.000000,94.669593
25.538,0.000000,0.000000,94.968841
25.539,0.000000,0.000000,95.269656
25.54,0.000000,0.000000,95.572052
25.541,0.000000,0.000000,95.876040
25.542,0.000000,0.000000,96.181633
25.543,0.000000,0.000000,96.488841
25.544,0.000000,0.000000,96.797680
25.545,0.000000,0.000000,97.108159
25.546,0.000000,0.000000,97.420293
25.547,0.000000,0.000000,97.734095
25.548,0.000000,0.000000,98.049576
25.549,0.000000,0.000000,98.366751
25.55,0.000000,0.000000,98.685632
25.551,0.000000,0.000000,99.006233
25.552,0.000000,0.000000,99.328567
25.553,0.000000,0.000000,99.652648
25.554,0.000000,0.000000,99.978490
25.555,0.000000,0.000000,100.306107
25.556,0.000000,0.000000,100.635512
25.557,0.000000,0.000000,100.966720
25.558,0.000000,0.000000,101.299746
25.559,0.000000,0.000000,101.634603
25.56,0.000000,0.000000,101.971307
25.561,0.000000,0.000000,102.309872
25.562,0.000000,0.000000,102.650313
25.563,0.000000,0.000000,102.992646
25.564,0.000000,0.000000,103.336886
25.565,0.000000,0.000000,103.683047
25.566,0.000000,0.000000,104.031147
25.567,0.000000,0.000000,104.381200
25.568,0.000000,0.000000,104.733223
25.569,0.000000,0.000000,105.087231
25.57,0.000000,0.000000,105.443241
25.571,0.000000,0.000000,105.801270
25.572,0.000000,0.000000,106.161334
25.573,0.000000,0.000000,106.523451
25.574,0.000000,0.000000,106.887636
25.575,0.000000,0.000000,107.253908
25.576,0.000000,0.000000,107.622283
25.577,0.000000,0.000000,107.992780
25.578,0.000000,0.000000,108.365416
25.579,0.000000,0.000000,108.740208
25.58,0.000000,0.000000,109.117177
25.581,0.000000,0.000000,109.496339
25.582,0.000000,0.000000,109.877713
25.583,0.000000,0.000000,110.261319
25.584,0.000000,0.000000,110.647175
25.585,0.000000,0.000000,111.035300
25.586,0.000000,0.000000,111.425714
25.587,0.000000,0.000000,111.818437
25.588,0.000000,0.000000,112.213488
25.589,0.000000,0.000000,112.610887
25.59,0.000000,0.000000,113.010656
25.591,0.000000,0.000000,113.412814
25.592,0.000000,0.000000,113.817383
25.593,0.000000,0.000000,114.224383
25.594,0.000000,0.000000,114.633836
25.595,0.000000,0.000000,115.045763
25.596,0.000000,0.000000,115.460186
25.597,0.000000,0.000000,115.877127
25.598,0.000000,0.000000,116.296609
25.599,0.000000,0.000000,116.718654
25.6,0.000000,0.000000,117.143285
25.601,0.000000,0.000000,117.570525
25.602,0.000000,0.000000,118.000398
25.603,0.000000,0.000000,118.432926
25.604,0.000000,0.000000,118.868134
25.605,0.000000,0.000000,119.306047
25.606,0.000000,0.000000,119.746689
25.607,0.000000,0.000000,120.190084
25.608,0.000000,0.000000,120.636258
25.609,0.000000,0.000000,121.085236
25.61,0.000000,0.000000,121.537043
25.611,0.000000,0.000000,121.991707
25.612,0.000000,0.000000,122.449253
25.613,0.000000,0.000000,122.909707
25.614,0.000000,0.000000,123.373098
25.615,0.000000,0.000000,123.839452
25.616,0.000000,0.000000,124.308796
25.617,0.000000,0.000000,124.781159
25.618,0.000000,0.000000,125.256570
25.619,0.000000,0.000000,125.735056
25.62,0.000000,0.000000,126.216648
25.621,0.000000,0.000000,126.701374
25.622,0.000000,0.000000,127.189263
25.623,0.000000,0.000000,127.680347
25.624,0.000000,0.000000,128.174656
25.625,0.000000,0.000000,128.672221
25.626,0.000000,0.000000,129.173073
25.627,0.000000,0.000000,129.677243
25.628,0.000000,0.000000,130.184764
25.629,0.000000,0.000000,130.695669
25.63,0.000000,0.000000,131.209990
25.631,0.000000,0.000000,131.727761
25.632,0.000000,0.000000,132.249015
25.633,0.000000,0.000000,132.773787
25.634,0.000000,0.000000,133.302111
25.635,0.000000,0.000000,133.834023
25.636,0.000000,0.000000,134.369558
25.637,0.000000,0.000000,134.908752
25.638,0.000000,0.000000,135.451641
25.639,0.000000,0.000000,135.998263
25.64,0.000000,0.000000,136.548655
25.641,0.000000,0.000000,137.102856
25.642,0.000000,0.000000,137.660903
25.643,0.000000,0.000000,138.222835
25.644,0.000000,0.000000,138.788693
25.645,0.000000,0.000000,139.358516
25.646,0.000000,0.000000,139.932344
25.647,0.000000,0.000000,140.510220
25.648,0.000000,0.000000,141.092184
25.649,0.000000,0.000000,141.678279
25.65,0.000000,0.000000,142.268547
25.651,0.000000,0.000000,142.863033
25.652,0.000000,0.000000,143.461779
25.653,0.000000,0.000000,144.064832
25.654,0.000000,0.000000,144.672235
25.655,0.000000,0.000000,145.284036
25.656,0.000000,0.000000,145.900279
25.657,0.000000,0.000000,146.521013
25.658,0.000000,0.000000,147.146286
25.659,0.000000,0.000000,147.776145
25.66,0.000000,0.000000,148.410640
25.661,0.000000,0.000000,149.049821
25.662,0.000000,0.000000,149.693739
25.663,0.000000,0.000000,150.342444
25.664,0.000000,0.000000,150.995989
25.665,0.000000,0.000000,151.654426
25.666,0.000000,0.000000,152.317809
25.667,0.000000,0.000000,152.986192
25.668,0.000000,0.000000,153.659631
25.669,0.000000,0.000000,154.338181
25.67,0.000000,0.000000,155.021899
25.671,0.000000,0.000000,155.710842
25.672,0.000000,0.000000,156.405069
25.673,0.000000,0.000000,157.104638
25.674,0.000000,0.000000,157.809611
25.675,0.000000,0.000000,158.520048
25.676,0.000000,0.000000,159.236011
25.677,0.000000,0.000000,159.957562
25.678,0.000000,0.000000,160.684766
25.679,0.000000,0.000000,161.417687
25.68,0.000000,0.000000,162.156391
25.681,0.000000,0.000000,162.900944
25.682,0.000000,0.000000,163.651415
25.683,0.000000,0.000000,164.407872
25.684,0.000000,0.000000,165.170384
25.685,0.000000,0.000000,165.939022
25.686,0.000000,0.000000,166.713859
25.687,0.000000,0.000000,167.494968
25.688,0.000000,0.000000,168.282422
25.689,0.000000,0.000000,169.076297
25.69,0.000000,0.000000,169.876670
25.691,0.000000,0.000000,170.683617
25.692,0.000000,0.000000,171.497219
25.693,0.000000,0.000000,172.317555
25.694,0.000000,0.000000,173.144707
25.695,0.000000,0.000000,173.978757
25.696,0.000000,0.000000,174.819789
25.697,0.000000,0.000000,175.667889
25.698,0.000000,0.000000,176.523144
25.699,0.000000,0.000000,177.385642
25.7,0.000000,0.000000,178.255472
25.701,0.000000,0.000000,179.132725
25.702,0.000000,0.000000,180.017495
25.703,0.000000,0.000000,180.909874
25.704,0.000000,0.000000,181.809959
25.705,0.000000,0.000000,182.717847
25.706,0.000000,0.000000,183.633637
25.707,0.000000,0.000000,184.557428
25.708,0.000000,0.000000,185.489324
25.709,0.000000,0.000000,186.429428
25.71,0.000000,0.000000,187.377845
25.711,0.000000,0.000000,188.334684
25.712,0.000000,0.000000,189.300052
25.713,0.000000,0.000000,190.274062
25.714,0.000000,0.000000,191.256825
25.715,0.000000,0.000000,192.248458
25.716,0.000000,0.000000,193.249077
25.717,0.000000,0.000000,194.258800
25.718,0.000000,0.000000,195.277749
25.719,0.000000,0.000000,196.306047
25.72,0.000000,0.000000,197.343819
25.721,0.000000,0.000000,198.391192
25.722,0.000000,0.000000,199.448296
25.723,0.000000,0.000000,200.515263
25.724,0.000000,0.000000,201.592228
25.725,0.000000,0.000000,202.679326
25.726,0.000000,0.000000,203.776698
25.727,0.000000,0.000000,204.884484
25.728,0.000000,0.000000,206.002830
25.729,0.000000,0.000000,207.131882
25.73,0.000000,0.000000,208.271788
25.731,0.000000,0.000000,209.422703
25.732,0.000000,0.000000,210.584781
25.733,0.000000,0.000000,211.758179
25.734,0.000000,0.000000,212.943059
25.735,0.000000,0.000000,214.139584
25.736,0.000000,0.000000,215.347922
25.737,0.000000,0.000000,216.568242
25.738,0.000000,0.000000,217.800718
25.739,0.000000,0.000000,219.045526
25.74,0.000000,0.000000,220.302846
25.741,0.000000,0.000000,221.572862
25.742,0.000000,0.000000,222.855760
25.743,0.000000,0.000000,224.151731
25.744,0.000000,0.000000,225.460970
25.745,0.000000,0.000000,226.783673
25.746,0.000000,0.000000,228.120043
25.747,0.000000,0.000000,229.470286
25.748,0.000000,0.000000,230.834612
25.749,0.000000,0.000000,232.213233
25.75,0.000000,0.000000,233.606370
25.751,0.000000,0.000000,235.014243
25.752,0.000000,0.000000,236.437082
25.753,0.000000,0.000000,237.875116
25.754,0.000000,0.000000,239.328582
25.755,0.000000,0.000000,240.797722
25.756,0.000000,0.000000,242.282782
25.757,0.000000,0.000000,243.784012
25.758,0.000000,0.000000,245.301669
25.759,0.000000,0.000000,246.836015
25.76,0.000000,0.000000,248.387317
25.761,0.000000,0.000000,249.955847
25.762,0.000000,0.000000,251.541884
25.763,0.000000,0.000000,253.145711
25.764,0.000000,0.000000,254.767621
25.765,0.000000,0.000000,256.407907
25.766,0.000000,0.000000,258.066875
25.767,0.000000,0.000000,259.744833
25.768,0.000000,0.000000,261.442096
25.769,0.000000,0.000000,263.158989
25.77,0.000000,0.000000,264.895840
25.771,0.000000,0.000000,266.652988
25.772,0.000000,0.000000,268.430776
25.773,0.000000,0.000000,270.229558
25.774,0.000000,0.000000,272.049692
25.775,0.000000,0.000000,273.891548
25.776,0.000000,0.000000,275.755502
25.777,0.000000,0.000000,277.641938
25.778,0.000000,0.000000,279.551251
25.779,0.000000,0.000000,281.483843
25.78,0.000000,0.000000,283.440126
25.781,0.000000,0.000000,285.420521
25.782,0.000000,0.000000,287.425461
25.783,0.000000,0.000000,289.455385
25.784,0.000000,0.000000,291.510745
25.785,0.000000,0.000000,293.592005
25.786,0.000000,0.000000,295.699636
25.787,0.000000,0.000000,297.834124
25.788,0.000000,0.000000,299.995964
25.789,0.000000,0.000000,302.185664
25.79,0.000000,0.000000,304.403744
25.791,0.000000,0.000000,306.650737
25.792,0.000000,0.000000,308.927189
25.793,0.000000,0.000000,311.233659
25.794,0.000000,0.000000,313.570721
25.795,0.000000,0.000000,315.938960
25.796,0.000000,0.000000,318.338980
25.797,0.000000,0.000000,320.771397
25.798,0.000000,0.000000,323.236843
25.799,0.000000,0.000000,325.735967
25.8,0.000000,0.000000,328.269434
25.801,0.000000,0.000000,330.837927
25.802,0.000000,0.000000,333.442144
25.803,0.000000,0.000000,336.082804
25.804,0.000000,0.000000,338.760643
25.805,0.000000,0.000000,341.476417
25.806,0.000000,0.000000,344.230902
25.807,0.000000,0.000000,347.024894
25.808,0.000000,0.000000,349.859210
25.809,0.000000,0.000000,352.734690
25.81,0.000000,0.000000,355.652196
25.811,0.000000,0.000000,358.612613
25.812,0.000000,0.000000,361.616851
25.813,0.000000,0.000000,364.665843
25.814,0.000000,0.000000,367.760552
25.815,0.000000,0.000000,370.901962
25.816,0.000000,0.000000,374.091089
25.817,0.000000,0.000000,377.328976
25.818,0.000000,0.000000,380.616694
25.819,0.000000,0.000000,383.955347
25.82,0.000000,0.000000,387.346069
25.821,0.000000,0.000000,390.790026
25.822,0.000000,0.000000,394.288419
25.823,0.000000,0.000000,397.842483
25.824,0.000000,0.000000,401.453490
25.825,0.000000,0.000000,405.122750
25.826,0.000000,0.000000,408.851609
25.827,0.000000,0.000000,412.641455
25.828,0.000000,0.000000,416.493719
25.829,0.000000,0.000000,420.409872
25.83,0.000000,0.000000,424.391431
25.831,0.000000,0.000000,428.439961
25.832,0.000000,0.000000,432.557073
25.833,0.000000,0.000000,436.744428
25.834,0.000000,0.000000,441.003739
25.835,0.000000,0.000000,445.336772
25.836,0.000000,0.000000,449.745350
25.837,0.000000,0.000000,454.231353
25.838,0.000000,0.000000,458.796720
25.839,0.000000,0.000000,463.443453
25.84,0.000000,0.000000,468.173619
25.841,0.000000,0.000000,472.989351
25.842,0.000000,0.000000,477.892854
25.843,0.000000,0.000000,482.886402
25.844,0.000000,0.000000,487.972348
25.845,0.000000,0.000000,493.153121
25.846,0.000000,0.000000,498.431231
25.847,0.000000,0.000000,503.809275
25.848,0.000000,0.000000,509.289937
25.849,0.000000,0.000000,514.875992
25.85,0.000000,0.000000,520.570311
25.851,0.000000,0.000000,526.375866
25.852,0.000000,0.000000,532.295729
25.853,0.000000,0.000000,538.333083
25.854,0.000000,0.000000,544.491221
25.855,0.000000,0.000000,550.773555
25.856,0.000000,0.000000,557.183619
25.857,0.000000,0.000000,563.725071
25.858,0.000000,0.000000,570.401704
25.859,0.000000,0.000000,577.217450
25.86,0.000000,0.000000,584.176383
25.861,0.000000,0.000000,591.282729
25.862,0.000000,0.000000,598.540871
25.863,0.000000,0.000000,605.955353
25.864,0.000000,0.000000,613.530894
25.865,0.000000,0.000000,621.272389
25.866,0.000000,0.000000,629.184921
25.867,0.000000,0.000000,637.273767
25.868,0.000000,0.000000,645.544408
25.869,0.000000,0.000000,654.002536
25.87,0.000000,0.000000,662.654069
25.871,0.000000,0.000000,671.505154
25.872,0.000000,0.000000,680.562183
25.873,0.000000,0.000000,689.831802
25.874,0.000000,0.000000,699.320922
25.875,0.000000,0.000000,709.036734
25.876,0.000000,0.000000,718.986717
25.877,0.000000,0.000000,729.178659
25.878,0.000000,0.000000,739.620662
25.879,0.000000,0.000000,750.321165
25.88,0.000000,0.000000,761.288956
25.881,0.000000,0.000000,772.533187
25.882,0.000000,0.000000,784.063395
25.883,0.000000,0.000000,795.889518
25.884,0.000000,0.000000,808.021912
25.885,0.000000,0.000000,820.471376
25.886,0.000000,0.000000,833.249166
25.887,0.000000,0.000000,846.367023
25.888,0.000000,0.000000,859.837194
25.889,0.000000,0.000000,873.672453
25.89,0.000000,0.000000,887.886129
25.891,0.000000,0.000000,902.492133
25.892,0.000000,0.000000,917.504981
25.893,0.000000,0.000000,932.939827
25.894,0.000000,0.000000,948.812491
25.895,0.000000,0.000000,965.139487
25.896,0.000000,0.000000,981.938060
25.897,0.000000,0.000000,999.226217
25.898,0.000000,0.000000,1017.022760
25.899,0.000000,0.000000,1035.347326
25.9,0.000000,0.000000,1054.220417
25.901,0.000000,0.000000,1073.663447
25.902,0.000000,0.000000,1093.698772
25.903,0.000000,0.000000,1114.349737
25.904,0.000000,0.000000,1135.640713
25.905,0.000000,0.000000,1157.597138
25.906,0.000000,0.000000,1180.245561
25.907,0.000000,0.000000,1203.613685
25.908,0.000000,0.000000,1227.730405
25.909,0.000000,0.000000,1252.625851
25.91,0.000000,0.000000,1278.331431
25.911,0.000000,0.000000,1304.879868
25.912,0.000000,0.000000,1332.305240
25.913,0.000000,0.000000,1360.643010
25.914,0.000000,0.000000,1389.930063
25.915,0.000000,0.000000,1420.204731
25.916,0.000000,0.000000,1451.506816
25.917,0.000000,0.000000,1483.877605
25.918,0.000000,0.000000,1517.359878
25.919,0.000000,0.000000,1551.997910
25.92,0.000000,0.000000,1587.837455
25.921,0.000000,0.000000,1624.925725
25.922,0.000000,0.000000,1663.311350
25.923,0.000000,0.000000,1703.044321
25.924,0.000000,0.000000,1744.175914
25.925,0.000000,0.000000,1786.758594
25.926,0.000000,0.000000,1830.845890
25.927,0.000000,0.000000,1876.492243
25.928,0.000000,0.000000,1923.752826
25.929,0.000000,0.000000,1972.683317
25.93,0.000000,0.000000,2023.339652
25.931,0.000000,0.000000,2075.777717
25.932,0.000000,0.000000,2130.053003
25.933,0.000000,0.000000,2186.220212
25.934,0.000000,0.000000,2244.332809
25.935,0.000000,0.000000,2304.442514
25.936,0.000000,0.000000,2366.598745
25.937,0.000000,0.000000,2430.847998
25.938,0.000000,0.000000,2497.233168
25.939,0.000000,0.000000,2565.792817
25.94,0.000000,0.000000,2636.560383
25.941,0.000000,0.000000,2709.563347
25.942,0.000000,0.000000,2784.822353
25.943,0.000000,0.000000,2862.350303
25.944,0.000000,0.000000,2942.151427
25.945,0.000000,0.000000,3024.220358
25.946,0.000000,0.000000,3108.541216
25.947,0.000000,0.000000,3195.086733
25.948,0.000000,0.000000,3283.817440
25.949,0.000000,0.000000,3374.680942
25.95,0.000000,0.000000,3467.611298
25.951,0.000000,0.000000,3562.528561
25.952,0.000000,0.000000,3659.338472
25.953,0.000000,0.000000,3757.932359
25.954,0.000000,0.000000,3858.187253
25.955,0.000000,0.000000,3959.966242
25.956,0.000000,0.000000,4063.119072
25.957,0.000000,0.000000,4167.483006
25.958,0.000000,0.000000,4272.883937
25.959,0.000000,0.000000,4379.137739
25.96,0.000000,0.000000,4486.051847
25.961,0.000000,0.000000,4593.427018
25.962,0.000000,0.000000,4701.059268
25.963,0.000000,0.000000,4808.741901
25.964,0.000000,0.000000,4916.267622
25.965,0.000000,0.000000,5023.430655
25.966,0.000000,0.000000,5130.028828
25.967,0.000000,0.000000,5235.865574
25.968,0.000000,0.000000,5340.751794
25.969,0.000000,0.000000,5444.507551
25.97,0.000000,0.000000,5546.963558
25.971,0.000000,0.000000,5647.962434
25.972,0.000000,0.000000,5747.359708
25.973,0.000000,0.000000,5845.024575
25.974,0.000000,0.000000,5940.840393
25.975,0.000000,0.000000,6034.704931
25.976,0.000000,0.000000,6126.530394
25.977,0.000000,0.000000,6216.243232
25.978,0.000000,0.000000,6303.783764
25.979,0.000000,0.000000,6389.105642
25.98,0.000000,0.000000,6472.175188
25.981,0.000000,0.000000,6552.970618
25.982,0.000000,0.000000,6631.481201
25.983,0.000000,0.000000,6707.706358
25.984,0.000000,0.000000,6781.654737
25.985,0.000000,0.000000,6853.343277
25.986,0.000000,0.000000,6922.796287
25.987,0.000000,0.000000,6990.044542
25.988,0.000000,0.000000,7055.124422
25.989,0.000000,0.000000,7118.077087
25.99,0.000000,0.000000,7178.947709
25.991,0.000000,0.000000,7237.784760
25.992,0.000000,0.000000,7294.639355
25.993,0.000000,0.000000,7349.564654
25.994,0.000000,0.000000,7402.615324
25.995,0.000000,0.000000,7453.847055
25.996,0.000000,0.000000,7503.316136
25.997,0.000000,0.000000,7551.079073
25.998,0.000000,0.000000,7597.192270
25.999,0.000000,0.000000,7641.711736
26,0.000000,0.000000,7684.692855
26.001,0.000000,0.000000,7726.190171
26.002,0.000000,0.000000,7766.257226
26.003,0.000000,0.000000,7804.946419
26.004,0.000000,0.000000,7842.308891
26.005,0.000000,0.000000,7878.394442
